1.324849e+02 1.749471e-05 0.
1.342514e+02 1.423402e-05 0.
1.360178e+02 1.158656e-05 0.
1.377843e+02 9.430941e-06 0.
1.395508e+02 7.676471e-06 0.
1.413172e+02 6.249656e-06 0.
1.430837e+02 5.086277e-06 0.
1.448501e+02 4.133928e-06 0.
1.466166e+02 3.354055e-06 0.
1.483831e+02 2.715830e-06 0.
1.501495e+02 2.196323e-06 0.
1.519160e+02 1.776297e-06 0.
1.536825e+02 1.437314e-06 0.
1.554489e+02 1.163811e-06 0.
1.572154e+02 9.423466e-07 0.
1.589819e+02 7.624966e-07 0.
1.607483e+02 6.162567e-07 0.
1.625148e+02 4.972762e-07 0.
1.642813e+02 4.010251e-07 0.
1.660477e+02 3.234278e-07 0.
1.678142e+02 2.609304e-07 0.
1.695807e+02 2.106407e-07 0.
1.713471e+02 1.699875e-07 0.
1.731136e+02 1.370575e-07 0.
1.748801e+02 1.104047e-07 0.
1.766465e+02 8.883608e-08 0.
1.784130e+02 7.143062e-08 0.
1.801795e+02 5.740236e-08 0.
1.819459e+02 4.608711e-08 0.
1.837124e+02 3.696211e-08 0.
1.854788e+02 2.960904e-08 0.
1.872453e+02 2.368218e-08 0.
1.890118e+02 1.892138e-08 0.
1.907782e+02 1.511690e-08 0.
1.925447e+02 1.208670e-08 0.
1.943112e+02 9.679535e-09 0.
1.960776e+02 7.765850e-09 0.
1.978441e+02 6.238128e-09 0.
1.996106e+02 5.013473e-09 0.
2.013770e+02 4.029154e-09 0.
2.031435e+02 3.237802e-09 0.
2.049100e+02 2.600863e-09 0.
2.066764e+02 2.087184e-09 0.
2.084429e+02 1.673546e-09 0.
2.102094e+02 1.341160e-09 0.
2.119758e+02 1.074532e-09 0.
2.137423e+02 8.616034e-10 0.
2.155088e+02 6.914607e-10 0.
2.172752e+02 5.549901e-10 0.
2.190417e+02 4.454328e-10 0.
2.208082e+02 3.573143e-10 0.
2.225746e+02 2.864073e-10 0.
2.243411e+02 2.294299e-10 0.
2.261075e+02 1.835878e-10 0.
2.278740e+02 1.468151e-10 0.
2.296405e+02 1.174583e-10 0.
2.314069e+02 9.403635e-11 0.
2.331734e+02 7.538916e-11 0.
2.349399e+02 6.050957e-11 0.
2.367063e+02 4.856906e-11 0.
2.384728e+02 3.895666e-11 0.
2.402393e+02 3.120247e-11 0.
2.420057e+02 2.496431e-11 0.
2.437722e+02 1.996567e-11 0.
2.455387e+02 1.596253e-11 0.
2.473051e+02 1.276085e-11 0.
2.490716e+02 1.020386e-11 0.
2.508381e+02 8.161210e-12 0.
2.526045e+02 6.534389e-12 0.
2.543710e+02 5.238345e-12 0.
2.561375e+02 4.199647e-12 0.
2.579039e+02 3.365392e-12 0.
2.596704e+02 2.694230e-12 0.
2.614369e+02 2.155273e-12 0.
2.632033e+02 1.724380e-12 0.
2.649698e+02 1.380363e-12 0.
2.667362e+02 1.106030e-12 0.
2.685027e+02 8.867564e-13 0.
2.702692e+02 7.108410e-13 0.
2.720356e+02 5.692993e-13 0.
2.738021e+02 4.552502e-13 0.
2.755686e+02 3.635867e-13 0.
2.773350e+02 2.901991e-13 0.
2.791015e+02 2.316648e-13 0.
2.808680e+02 1.850879e-13 0.
2.826344e+02 1.480003e-13 0.
2.844009e+02 1.184198e-13 0.
2.861674e+02 9.478674e-14 0.
2.879338e+02 7.584540e-14 0.
2.897003e+02 6.066877e-14 0.
2.914668e+02 4.852482e-14 0.
2.932332e+02 3.878082e-14 0.
2.949997e+02 3.097438e-14 0.
2.967662e+02 2.473639e-14 0.
2.985326e+02 1.974720e-14 0.
3.002991e+02 1.576667e-14 0.
3.020656e+02 1.259717e-14 0.
3.038320e+02 1.007155e-14 0.
3.055985e+02 8.060023e-15 0.
3.073649e+02 6.454867e-15 0.
3.091314e+02 5.170088e-15 0.
3.108979e+02 4.141098e-15 0.
3.126643e+02 3.316959e-15 0.
3.144308e+02 2.656877e-15 0.
3.161973e+02 2.128186e-15 0.
3.179637e+02 1.704726e-15 0.
3.197302e+02 1.365545e-15 0.
3.214967e+02 1.093866e-15 0.
3.232631e+02 8.762509e-16 0.
3.250296e+02 7.019390e-16 0.
3.267961e+02 5.623110e-16 0.
3.285625e+02 4.504639e-16 0.
3.303290e+02 3.608690e-16 0.
3.320955e+02 2.890981e-16 0.
3.338619e+02 2.316044e-16 0.
3.356284e+02 1.855471e-16 0.
3.373949e+02 1.486508e-16 0.
3.391613e+02 1.190929e-16 0.
3.409278e+02 9.541349e-17 0.
3.426943e+02 7.644312e-17 0.
3.444607e+02 6.124507e-17 0.
3.462272e+02 4.906900e-17 0.
3.479936e+02 3.931382e-17 0.
3.497601e+02 3.149801e-17 0.
3.515266e+02 2.523584e-17 0.
3.532930e+02 2.021828e-17 0.
3.550595e+02 1.619777e-17 0.
3.568260e+02 1.297594e-17 0.
3.585924e+02 1.039387e-17 0.
3.603589e+02 8.324199e-18 0.
3.621254e+02 6.664865e-18 0.
3.638918e+02 5.334046e-18 0.
3.656583e+02 4.266131e-18 0.
3.674248e+02 3.408477e-18 0.
3.691912e+02 2.718820e-18 0.
3.709577e+02 2.163178e-18 0.
3.727242e+02 1.714185e-18 0.
3.744906e+02 1.349737e-18 0.
3.762571e+02 1.051904e-18 0.
3.780236e+02 8.060440e-19 0.
3.797900e+02 6.000884e-19 0.
3.815565e+02 4.239435e-19 0.
3.833230e+02 2.689974e-19 0.
3.850894e+02 1.276986e-19 0.
3.868559e+02 -6.813059e-21 0.
3.886223e+02 -1.410395e-19 0.
